Token,Symbol Details,Exchange Instrument Type,Minimum Lot Size,Tick Size,ISIN,Trading Session,Last Update Date,Expiry Date,Symbol Ticker,Exchange,Segment,Scrip Code,Underlying Symbol,Underlying Scrip Code,Strike Price,Option Type
1.01E+13,679GS2034 24 Dec 26 FUT,18,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735196400,NSE:679GS203424DECFUT,10,12,8737,679GS2034,96,-1,XX
1.01E+14,GBPUSD 24 Dec 27 1.34 CE,19,1,0.0001,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:GBPUSD24DEC1.34CE,10,12,10303,GBPUSD,42,1.34,CE
1.01E+14,GBPUSD 24 Dec 27 1.34 PE,19,1,0.0001,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:GBPUSD24DEC1.34PE,10,12,10304,GBPUSD,42,1.34,PE
1.01E+14,GBPUSD 24 Dec 27 1.345 CE,19,1,0.0001,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:GBPUSD24DEC1.345CE,10,12,10305,GBPUSD,42,1.345,CE
1.01E+14,GBPUSD 24 Dec 27 1.345 PE,19,1,0.0001,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:GBPUSD24DEC1.345PE,10,12,10306,GBPUSD,42,1.345,PE
1.01E+14,GBPUSD 24 Dec 27 1.35 CE,19,1,0.0001,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:GBPUSD24DEC1.35CE,10,12,10307,GBPUSD,42,1.35,CE
1.01E+14,GBPUSD 24 Dec 27 1.35 PE,19,1,0.0001,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:GBPUSD24DEC1.35PE,10,12,10308,GBPUSD,42,1.35,PE
1.01E+14,GBPUSD 24 Dec 27 1.355 CE,19,1,0.0001,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:GBPUSD24DEC1.355CE,10,12,10313,GBPUSD,42,1.355,CE
1.01E+14,GBPUSD 24 Dec 27 1.355 PE,19,1,0.0001,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:GBPUSD24DEC1.355PE,10,12,10314,GBPUSD,42,1.355,PE
1.01E+14,JPYINR 24 Dec 27 65.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC65.5CE,10,12,10321,JPYINR,27,65.5,CE
1.01E+14,JPYINR 24 Dec 27 65.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC65.5PE,10,12,10322,JPYINR,27,65.5,PE
1.01E+13,EURINR 24 Dec 27 FUT,16,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:EURINR24DECFUT,10,12,1035,EURINR,25,-1,XX
1.01E+13,EURUSD 24 Dec 27 FUT,16,1,0.0001,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:EURUSD24DECFUT,10,12,1036,EURUSD,41,-1,XX
1.01E+13,GBPINR 24 Dec 27 FUT,16,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:GBPINR24DECFUT,10,12,1038,GBPINR,26,-1,XX
1.01E+13,GBPUSD 24 Dec 27 FUT,16,1,0.0001,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:GBPUSD24DECFUT,10,12,1046,GBPUSD,42,-1,XX
1.01E+13,JPYINR 24 Dec 27 FUT,16,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DECFUT,10,12,1047,JPYINR,27,-1,XX
1.01E+13,USDINR 24 Dec 27 FUT,16,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:USDINR24DECFUT,10,12,1049,USDINR,1,-1,XX
1.01E+13,USDJPY 24 Dec 27 FUT,16,1,0.01,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:USDJPY24DECFUT,10,12,1053,USDJPY,43,-1,XX
1.01E+14,GBPUSD 24 Dec 27 1.36 CE,19,1,0.0001,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:GBPUSD24DEC1.36CE,10,12,10573,GBPUSD,42,1.36,CE
1.01E+14,GBPUSD 24 Dec 27 1.36 PE,19,1,0.0001,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:GBPUSD24DEC1.36PE,10,12,10574,GBPUSD,42,1.36,PE
1.01E+14,GBPUSD 24 Dec 27 1.365 CE,19,1,0.0001,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:GBPUSD24DEC1.365CE,10,12,10575,GBPUSD,42,1.365,CE
1.01E+14,GBPUSD 24 Dec 27 1.365 PE,19,1,0.0001,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:GBPUSD24DEC1.365PE,10,12,10576,GBPUSD,42,1.365,PE
1.01E+13,EURINR 24 Dec 27 85.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:EURINR24DEC85.5CE,10,12,1058,EURINR,25,85.5,CE
1.01E+14,GBPUSD 24 Dec 27 1.37 CE,19,1,0.0001,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:GBPUSD24DEC1.37CE,10,12,10628,GBPUSD,42,1.37,CE
1.01E+14,GBPUSD 24 Dec 27 1.37 PE,19,1,0.0001,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:GBPUSD24DEC1.37PE,10,12,10629,GBPUSD,42,1.37,PE
1.01E+13,EURINR 24 Dec 27 85.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:EURINR24DEC85.5PE,10,12,1064,EURINR,25,85.5,PE
1.01E+14,GBPUSD 24 Dec 27 1.375 CE,19,1,0.0001,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:GBPUSD24DEC1.375CE,10,12,10641,GBPUSD,42,1.375,CE
1.01E+14,GBPUSD 24 Dec 27 1.375 PE,19,1,0.0001,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:GBPUSD24DEC1.375PE,10,12,10642,GBPUSD,42,1.375,PE
1.01E+14,JPYINR 24 Dec 27 49.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC49.5CE,10,12,10646,JPYINR,27,49.5,CE
1.01E+14,JPYINR 24 Dec 27 49.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC49.5PE,10,12,10649,JPYINR,27,49.5,PE
1.01E+13,EURINR 24 Dec 27 85.75 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:EURINR24DEC85.75CE,10,12,1066,EURINR,25,85.75,CE
1.01E+13,EURINR 24 Dec 27 85.75 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:EURINR24DEC85.75PE,10,12,1067,EURINR,25,85.75,PE
1.01E+14,USDINR 24 Dec 27 90 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:USDINR24DEC90CE,10,12,10684,USDINR,1,90,CE
1.01E+14,USDINR 24 Dec 27 90 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:USDINR24DEC90PE,10,12,10695,USDINR,1,90,PE
1.01E+14,USDINR 24 Dec 27 90.25 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:USDINR24DEC90.25CE,10,12,10696,USDINR,1,90.25,CE
1.01E+14,USDINR 24 Dec 27 90.25 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:USDINR24DEC90.25PE,10,12,10697,USDINR,1,90.25,PE
1.01E+14,GBPUSD 24 Dec 27 1.38 CE,19,1,0.0001,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:GBPUSD24DEC1.38CE,10,12,10714,GBPUSD,42,1.38,CE
1.01E+14,GBPUSD 24 Dec 27 1.38 PE,19,1,0.0001,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:GBPUSD24DEC1.38PE,10,12,10720,GBPUSD,42,1.38,PE
1.01E+14,GBPUSD 24 Dec 27 1.385 CE,19,1,0.0001,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:GBPUSD24DEC1.385CE,10,12,10721,GBPUSD,42,1.385,CE
1.01E+14,GBPUSD 24 Dec 27 1.385 PE,19,1,0.0001,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:GBPUSD24DEC1.385PE,10,12,10789,GBPUSD,42,1.385,PE
1.01E+14,GBPUSD 24 Dec 27 1.39 CE,19,1,0.0001,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:GBPUSD24DEC1.39CE,10,12,10790,GBPUSD,42,1.39,CE
1.01E+14,GBPUSD 24 Dec 27 1.39 PE,19,1,0.0001,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:GBPUSD24DEC1.39PE,10,12,10791,GBPUSD,42,1.39,PE
1.01E+14,JPYINR 24 Dec 27 52.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC52.5CE,10,12,10792,JPYINR,27,52.5,CE
1.01E+14,JPYINR 24 Dec 27 52.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC52.5PE,10,12,10793,JPYINR,27,52.5,PE
1.01E+14,JPYINR 24 Dec 27 52.75 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC52.75CE,10,12,10794,JPYINR,27,52.75,CE
1.01E+14,JPYINR 24 Dec 27 52.75 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC52.75PE,10,12,10835,JPYINR,27,52.75,PE
1.01E+13,EURINR 24 Dec 27 86 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:EURINR24DEC86CE,10,12,1085,EURINR,25,86,CE
1.01E+13,EURINR 24 Dec 27 86 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:EURINR24DEC86PE,10,12,1098,EURINR,25,86,PE
1.01E+14,JPYINR 24 Dec 27 53 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC53CE,10,12,10985,JPYINR,27,53,CE
1.01E+14,JPYINR 24 Dec 27 53 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC53PE,10,12,10986,JPYINR,27,53,PE
1.01E+14,JPYINR 24 Dec 27 53.25 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC53.25CE,10,12,10987,JPYINR,27,53.25,CE
1.01E+14,JPYINR 24 Dec 27 53.25 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC53.25PE,10,12,11011,JPYINR,27,53.25,PE
1.01E+14,JPYINR 24 Dec 27 53.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC53.5CE,10,12,11012,JPYINR,27,53.5,CE
1.01E+14,JPYINR 24 Dec 27 53.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC53.5PE,10,12,11013,JPYINR,27,53.5,PE
1.01E+13,EURINR 24 Dec 27 86.25 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:EURINR24DEC86.25CE,10,12,1102,EURINR,25,86.25,CE
1.01E+14,JPYINR 24 Dec 27 53.75 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC53.75CE,10,12,11068,JPYINR,27,53.75,CE
1.01E+14,JPYINR 24 Dec 27 53.75 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC53.75PE,10,12,11069,JPYINR,27,53.75,PE
1.01E+13,EURINR 24 Dec 27 86.25 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:EURINR24DEC86.25PE,10,12,1110,EURINR,25,86.25,PE
1.01E+13,EURINR 24 Dec 27 86.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:EURINR24DEC86.5CE,10,12,1122,EURINR,25,86.5,CE
1.01E+13,EURINR 24 Dec 27 86.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:EURINR24DEC86.5PE,10,12,1127,EURINR,25,86.5,PE
1.01E+14,USDJPY 24 Dec 27 161 CE,19,1,0.01,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:USDJPY24DEC161CE,10,12,11318,USDJPY,43,161,CE
1.01E+14,USDJPY 24 Dec 27 161 PE,19,1,0.01,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:USDJPY24DEC161PE,10,12,11319,USDJPY,43,161,PE
1.01E+14,USDJPY 24 Dec 27 161.5 CE,19,1,0.01,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:USDJPY24DEC161.5CE,10,12,11326,USDJPY,43,161.5,CE
1.01E+14,USDJPY 24 Dec 27 161.5 PE,19,1,0.01,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:USDJPY24DEC161.5PE,10,12,11327,USDJPY,43,161.5,PE
1.01E+14,USDJPY 24 Dec 27 167.5 CE,19,1,0.01,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:USDJPY24DEC167.5CE,10,12,11344,USDJPY,43,167.5,CE
1.01E+14,USDJPY 24 Dec 27 167.5 PE,19,1,0.01,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:USDJPY24DEC167.5PE,10,12,11347,USDJPY,43,167.5,PE
1.01E+14,JPYINR 24 Dec 27 54 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC54CE,10,12,11382,JPYINR,27,54,CE
1.01E+14,JPYINR 24 Dec 27 54 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC54PE,10,12,11447,JPYINR,27,54,PE
1.01E+14,JPYINR 24 Dec 27 54.25 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC54.25CE,10,12,11450,JPYINR,27,54.25,CE
1.01E+14,JPYINR 24 Dec 27 54.25 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC54.25PE,10,12,11451,JPYINR,27,54.25,PE
1.01E+14,JPYINR 24 Dec 27 54.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC54.5CE,10,12,11556,JPYINR,27,54.5,CE
1.01E+14,JPYINR 24 Dec 27 54.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC54.5PE,10,12,11557,JPYINR,27,54.5,PE
1.01E+14,JPYINR 24 Dec 27 54.75 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC54.75CE,10,12,11653,JPYINR,27,54.75,CE
1.01E+14,JPYINR 24 Dec 27 54.75 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC54.75PE,10,12,11655,JPYINR,27,54.75,PE
1.01E+14,JPYINR 24 Dec 27 55 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC55CE,10,12,11677,JPYINR,27,55,CE
1.01E+14,JPYINR 24 Dec 27 55 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC55PE,10,12,11724,JPYINR,27,55,PE
1.01E+14,JPYINR 24 Dec 27 55.25 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC55.25CE,10,12,11725,JPYINR,27,55.25,CE
1.01E+14,JPYINR 24 Dec 27 55.25 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC55.25PE,10,12,11726,JPYINR,27,55.25,PE
1.01E+14,JPYINR 24 Dec 27 55.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC55.5CE,10,12,11727,JPYINR,27,55.5,CE
1.01E+14,JPYINR 24 Dec 27 55.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC55.5PE,10,12,11728,JPYINR,27,55.5,PE
1.01E+14,JPYINR 24 Dec 27 55.75 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC55.75CE,10,12,11729,JPYINR,27,55.75,CE
1.01E+14,JPYINR 24 Dec 27 55.75 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC55.75PE,10,12,11730,JPYINR,27,55.75,PE
1.01E+14,JPYINR 24 Dec 27 56 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC56CE,10,12,11731,JPYINR,27,56,CE
1.01E+14,JPYINR 24 Dec 27 56 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC56PE,10,12,11736,JPYINR,27,56,PE
1.01E+14,JPYINR 24 Dec 27 56.25 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC56.25CE,10,12,11737,JPYINR,27,56.25,CE
1.01E+14,JPYINR 24 Dec 27 56.25 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC56.25PE,10,12,11738,JPYINR,27,56.25,PE
1.01E+14,JPYINR 24 Dec 27 56.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC56.5CE,10,12,11739,JPYINR,27,56.5,CE
1.01E+14,JPYINR 24 Dec 27 56.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC56.5PE,10,12,11740,JPYINR,27,56.5,PE
1.01E+14,JPYINR 24 Dec 27 56.75 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC56.75CE,10,12,11741,JPYINR,27,56.75,CE
1.01E+14,JPYINR 24 Dec 27 56.75 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC56.75PE,10,12,11742,JPYINR,27,56.75,PE
1.01E+14,JPYINR 24 Dec 27 57 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC57CE,10,12,11743,JPYINR,27,57,CE
1.01E+14,JPYINR 24 Dec 27 57 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC57PE,10,12,11744,JPYINR,27,57,PE
1.01E+14,JPYINR 24 Dec 27 57.25 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC57.25CE,10,12,11745,JPYINR,27,57.25,CE
1.01E+14,JPYINR 24 Dec 27 57.25 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC57.25PE,10,12,11746,JPYINR,27,57.25,PE
1.01E+14,JPYINR 24 Dec 27 57.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC57.5CE,10,12,11747,JPYINR,27,57.5,CE
1.01E+14,JPYINR 24 Dec 27 57.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC57.5PE,10,12,11748,JPYINR,27,57.5,PE
1.01E+14,JPYINR 24 Dec 27 57.75 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC57.75CE,10,12,11749,JPYINR,27,57.75,CE
1.01E+14,JPYINR 24 Dec 27 57.75 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC57.75PE,10,12,11750,JPYINR,27,57.75,PE
1.01E+14,JPYINR 24 Dec 27 58 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC58CE,10,12,11751,JPYINR,27,58,CE
1.01E+14,JPYINR 24 Dec 27 58 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC58PE,10,12,11752,JPYINR,27,58,PE
1.01E+14,JPYINR 24 Dec 27 58.25 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC58.25CE,10,12,11753,JPYINR,27,58.25,CE
1.01E+14,JPYINR 24 Dec 27 58.25 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC58.25PE,10,12,11754,JPYINR,27,58.25,PE
1.01E+14,JPYINR 24 Dec 27 58.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC58.5CE,10,12,11755,JPYINR,27,58.5,CE
1.01E+14,JPYINR 24 Dec 27 58.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC58.5PE,10,12,11756,JPYINR,27,58.5,PE
1.01E+14,JPYINR 24 Dec 27 58.75 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC58.75CE,10,12,11757,JPYINR,27,58.75,CE
1.01E+14,JPYINR 24 Dec 27 58.75 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC58.75PE,10,12,11758,JPYINR,27,58.75,PE
1.01E+14,JPYINR 24 Dec 27 59 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC59CE,10,12,11759,JPYINR,27,59,CE
1.01E+14,JPYINR 24 Dec 27 59 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC59PE,10,12,11760,JPYINR,27,59,PE
1.01E+14,JPYINR 24 Dec 27 59.25 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC59.25CE,10,12,11761,JPYINR,27,59.25,CE
1.01E+14,JPYINR 24 Dec 27 59.25 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC59.25PE,10,12,11762,JPYINR,27,59.25,PE
1.01E+14,JPYINR 24 Dec 27 59.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC59.5CE,10,12,11763,JPYINR,27,59.5,CE
1.01E+14,JPYINR 24 Dec 27 59.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC59.5PE,10,12,11764,JPYINR,27,59.5,PE
1.01E+14,JPYINR 24 Dec 27 59.75 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC59.75CE,10,12,11765,JPYINR,27,59.75,CE
1.01E+14,JPYINR 24 Dec 27 59.75 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC59.75PE,10,12,11766,JPYINR,27,59.75,PE
1.01E+14,JPYINR 24 Dec 27 60 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC60CE,10,12,11767,JPYINR,27,60,CE
1.01E+14,JPYINR 24 Dec 27 60 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC60PE,10,12,11772,JPYINR,27,60,PE
1.01E+14,JPYINR 24 Dec 27 60.25 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC60.25CE,10,12,11774,JPYINR,27,60.25,CE
1.01E+14,JPYINR 24 Dec 27 60.25 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC60.25PE,10,12,11775,JPYINR,27,60.25,PE
1.01E+14,JPYINR 24 Dec 27 60.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC60.5CE,10,12,11776,JPYINR,27,60.5,CE
1.01E+14,JPYINR 24 Dec 27 60.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC60.5PE,10,12,11777,JPYINR,27,60.5,PE
1.01E+14,JPYINR 24 Dec 27 60.75 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC60.75CE,10,12,11782,JPYINR,27,60.75,CE
1.01E+14,JPYINR 24 Dec 27 60.75 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC60.75PE,10,12,11783,JPYINR,27,60.75,PE
1.01E+14,JPYINR 24 Dec 27 61 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC61CE,10,12,11784,JPYINR,27,61,CE
1.01E+14,JPYINR 24 Dec 27 61 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC61PE,10,12,11785,JPYINR,27,61,PE
1.01E+14,JPYINR 24 Dec 27 61.25 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC61.25CE,10,12,11786,JPYINR,27,61.25,CE
1.01E+14,JPYINR 24 Dec 27 61.25 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC61.25PE,10,12,11787,JPYINR,27,61.25,PE
1.01E+14,JPYINR 24 Dec 27 61.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC61.5CE,10,12,11788,JPYINR,27,61.5,CE
1.01E+14,JPYINR 24 Dec 27 61.5 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC61.5PE,10,12,11789,JPYINR,27,61.5,PE
1.01E+14,JPYINR 24 Dec 27 61.75 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC61.75CE,10,12,11790,JPYINR,27,61.75,CE
1.01E+14,JPYINR 24 Dec 27 61.75 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC61.75PE,10,12,11791,JPYINR,27,61.75,PE
1.01E+14,JPYINR 24 Dec 27 62 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC62CE,10,12,11792,JPYINR,27,62,CE
1.01E+14,JPYINR 24 Dec 27 62 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC62PE,10,12,11793,JPYINR,27,62,PE
1.01E+14,JPYINR 24 Dec 27 62.25 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC62.25CE,10,12,11794,JPYINR,27,62.25,CE
1.01E+14,JPYINR 24 Dec 27 62.25 PE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC62.25PE,10,12,11795,JPYINR,27,62.25,PE
1.01E+14,JPYINR 24 Dec 27 62.5 CE,19,1,0.0025,,0900-1700|1815-1915:,25-10-2024,1735282800,NSE:JPYINR24DEC62.5CE,10,12,11796,JPYINR,27,62.5,CE
